symbol,timestamp,open,high,low,close,volume,trade_count,vwap,SMA_20,EMA_20,RSI_14,MACD,MACD_SIGNAL,MACD_HIST,ATR_14
SPY,2023-03-02 05:00:00,392.68,398.69,392.33,397.81,85404726.0,612512.0,395.376373,405.80650000000014,401.44919138752005,46.90372750493294,-0.29152057888330773,2.130288275362363,-2.4218088542456706,5.616290957585903
SPY,2023-03-03 05:00:00,399.71,404.45,399.03,404.19,90032260.0,642924.0,402.193907,405.17700000000013,401.7102207791848,54.325064938475066,0.03022330288786179,1.7102752808674626,-1.6800519779796008,5.689413032044052
SPY,2023-03-06 05:00:00,405.05,407.45,404.01,404.47,72795946.0,539397.0,405.601533,404.78300000000013,401.9730568954529,54.624814526111734,0.3042935999691281,1.4290789446877956,-1.1247853447186675,5.528740672612334
SPY,2023-03-07 05:00:00,404.42,404.67,397.625,398.27,108310596.0,776311.0,400.153357,404.2050000000001,401.62038481017163,47.233096149445295,0.0209664127824567,1.1474564383067278,-1.1264900255242711,5.637044910282882
SPY,2023-03-08 05:00:00,398.39,399.71,396.59,398.92,74746632.0,578078.0,398.186276,403.3915000000001,401.363205304441,48.027129044752904,-0.14940065880574593,0.8880850188842331,-1.037485677689979,5.45725598811982
SPY,2023-03-09 05:00:00,399.74,401.48,390.53,391.56,111945322.0,849092.0,395.581285,402.4370000000002,400.42956670401804,40.58073618718755,-0.8682990692090016,0.5368082012655861,-1.4051072704745877,5.849594846111264
SPY,2023-03-10 05:00:00,390.99,393.16,384.32,385.91,189443810.0,1382948.0,388.153271,401.37800000000016,399.0467508274449,35.970143039521396,-1.8723556691635963,0.054975427179749625,-1.9273310963433459,6.063195214246177
SPY,2023-03-13 04:00:00,381.81,390.39,380.65,385.36,157748594.0,1390572.0,386.165088,400.24400000000014,397.7432507486406,35.546757717078584,-2.6815469577985027,-0.4923290498159008,-2.1892179079826017,6.3258241275143074
SPY,2023-03-14 04:00:00,390.5,393.45,387.05,391.73,149752357.0,1032582.0,390.723432,399.18900000000014,397.17056020115103,43.797792759842984,-2.77682164880531,-0.9492275696137826,-1.8275940791915273,6.451836689834712
SPY,2023-03-15 04:00:00,385.89,389.49,383.71,389.28,172976539.0,1334145.0,386.723831,398.0210000000001,396.4190782772319,41.59238536653741,-3.0152639662744036,-1.3624348489459068,-1.6528291173284968,6.563848354846521
SPY,2023-03-16 04:00:00,386.82,396.47,386.29,396.11,143753940.0,999801.0,392.935123,397.1275000000001,396.38964225082884,49.26254777681193,-2.622872460402334,-1.6145223712371923,-1.0083500891651418,6.822144900928913
